latitude,longitude,local.month,local.day,local.hour,local.minute,local.second,appearedTimeOfDay,appearedHour,appearedMinute,appearedDayOfWeek,appearedDay,appearedMonth,terrainType,closeToWater,city,continent,weather,temperature,windSpeed,windBearing,pressure,sunriseMinutesMidnight,sunriseHour,sunriseMinute,sunriseMinutesSince,sunsetMinutesMidnight,sunsetHour,sunsetMinute,sunsetMinutesBefore,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m,cooc_1,cooc_2,cooc_3,cooc_4,cooc_5,cooc_6,cooc_7,cooc_8,cooc_9,cooc_10,cooc_11,cooc_12,cooc_13,cooc_14,cooc_15,cooc_16,cooc_17,cooc_18,cooc_19,cooc_20,cooc_21,cooc_22,cooc_23,cooc_24,cooc_25,cooc_26,cooc_27,cooc_28,cooc_29,cooc_30,cooc_31,cooc_32,cooc_33,cooc_34,cooc_35,cooc_36,cooc_37,cooc_38,cooc_39,cooc_40,cooc_41,cooc_42,cooc_43,cooc_44,cooc_45,cooc_46,cooc_47,cooc_48,cooc_49,cooc_50,cooc_51,cooc_52,cooc_53,cooc_54,cooc_55,cooc_56,cooc_57,cooc_58,cooc_59,cooc_60,cooc_61,cooc_62,cooc_63,cooc_64,cooc_65,cooc_66,cooc_67,cooc_68,cooc_69,cooc_70,cooc_71,cooc_72,cooc_73,cooc_74,cooc_75,cooc_76,cooc_77,cooc_78,cooc_79,cooc_80,cooc_81,cooc_82,cooc_83,cooc_84,cooc_85,cooc_86,cooc_87,cooc_88,cooc_89,cooc_90,cooc_91,cooc_92,cooc_93,cooc_94,cooc_95,cooc_96,cooc_97,cooc_98,cooc_99,cooc_100,cooc_101,cooc_102,cooc_103,cooc_104,cooc_105,cooc_106,cooc_107,cooc_108,cooc_109,cooc_110,cooc_111,cooc_112,cooc_113,cooc_114,cooc_115,cooc_116,cooc_117,cooc_118,cooc_119,cooc_120,cooc_121,cooc_122,cooc_123,cooc_124,cooc_125,cooc_126,cooc_127,cooc_128,cooc_129,cooc_130,cooc_131,cooc_132,cooc_133,cooc_134,cooc_135,cooc_136,cooc_137,cooc_138,cooc_139,cooc_140,cooc_141,cooc_142,cooc_143,cooc_144,cooc_145,cooc_146,cooc_147,cooc_148,cooc_149,cooc_150,cooc_151,class
0.00475103051011157,-0.617821413204522,9,8,2,51,33,4,4,51,1,8,8,13,0,66,2,5,0.398699020174534,-0.575072748172278,0.381108382162842,-0.146582806285235,0.232270759862173,-0.387781249131804,1.06239139624645,1.34477932228282,-0.165695610442086,-0.0881169902244166,-0.150111724863733,-1.36522532336403,-0.226177901391563,1,1,1,0,-0.0905622098614071,0,0,1,1,1,1,-0.0839272731967184,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.073256762279691,-0.703223091694273,9,8,2,50,45,4,4,50,1,8,8,13,0,66,2,5,0.511728236096361,-0.119994010353018,0.261039038809779,0.0433402481552979,1.20538001012842,1.83238340252466,-1.39905764537473,1.12362666871097,0.624226863960432,-0.0881169902244166,1.41916250319197,-1.14249874720846,-0.479164537700741,0,0,1,0,-0.102661331828528,0,1,1,1,1,1,-0.0509148942903977,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00116701071315249,-0.612492067961319,9,8,2,37,31,4,4,37,1,8,8,13,0,66,2,21,0.44714011271246,0.0213199134961204,0.591229733030703,-0.132382951747619,0.232270759862173,-0.387781249131804,1.06239139624645,1.14819918577451,-0.198609046875524,-0.0881169902244166,-0.21549815103272,-1.17186928472348,-0.574539920243476,0,0,1,0,-0.0185477588172059,0,0,0,0,1,1,0.0700193004971795,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.208499147117112,-0.532359006212283,9,8,2,34,37,4,4,34,1,8,8,5,0,66,2,5,-0.2310351828185,-0.254122480447116,-1.65006467622648,0.00606562999406705,-0.8254566860794,-0.387781249131804,-0.600749848092188,1.28334802962397,-0.823964339110851,-0.0881169902244166,-1.45784024824349,-1.29179897957648,-0.226177901391563,1,1,1,0,1.05364665217443,0,0,0,0,0,0,0.0233237216986584,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.297791610931738,-0.640406525777174,9,8,2,34,6,4,4,34,1,8,8,13,1,66,2,5,0.689345575402089,0.205746559875505,0.421131496613863,0.535010211520017,0.697670836076465,-0.387781249131804,1.79417354375544,1.19980147160794,-0.0669553011417712,-0.0881169902244166,0.0460475536432305,-1.24040053892519,-0.419272041173469,0,1,1,0,-0.0903718756273962,0,0,1,1,1,1,-0.100296645237035,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
-0.297866188703471,-0.640410457625002,9,8,2,28,17,4,4,28,1,8,8,13,1,66,2,5,0.689345575402089,0.205746559875505,0.421131496613863,0.535010211520017,0.697670836076465,-0.387781249131804,1.79417354375544,1.19980147160794,-0.0669553011417712,-0.0881169902244166,0.0460475536432305,-1.24040053892519,-0.419272041173469,0,1,1,0,-0.0867208263225246,0,0,0,1,1,1,-0.0650454491987945,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.297743810690644,-0.640398647244357,9,8,2,23,7,4,4,23,1,8,8,13,1,66,2,5,0.689345575402089,0.205746559875505,0.421131496613863,0.535010211520017,0.697670836076465,-0.387781249131804,1.79417354375544,1.19980147160794,-0.0669553011417712,-0.0881169902244166,0.0460475536432305,-1.24040053892519,-0.419272041173469,0,1,1,0,-0.085342954488147,0,0,0,1,1,1,-0.0868128370328489,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
-0.297870769070553,-0.640411763295224,9,8,2,21,1,4,4,21,1,8,8,13,1,66,2,5,0.689345575402089,0.205746559875505,0.421131496613863,0.535010211520017,0.697670836076465,-0.387781249131804,1.79417354375544,1.19980147160794,-0.0669553011417712,-0.0881169902244166,0.0460475536432305,-1.24040053892519,-0.419272041173469,0,1,1,0,-0.0873182688040351,0,0,0,1,1,1,-0.0661471356798284,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.20848141287533,-0.532345252163466,9,8,2,20,13,4,4,20,1,8,8,5,0,66,2,5,-0.2310351828185,-0.254122480447116,-1.65006467622648,0.00606562999406705,-0.8254566860794,-0.387781249131804,-0.600749848092188,1.28334802962397,-0.823964339110851,-0.0881169902244166,-1.45784024824349,-1.29179897957648,-0.226177901391563,1,1,1,0,1.05772647640207,0,0,0,0,0,0,0.0189824672653191,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.297743340909405,-0.640399952914579,9,8,2,17,38,4,4,17,1,8,8,13,1,66,2,5,0.689345575402089,0.205746559875505,0.421131496613863,0.535010211520017,0.697670836076465,-0.387781249131804,1.79417354375544,1.19980147160794,-0.0669553011417712,-0.0881169902244166,0.0460475536432305,-1.24040053892519,-0.419272041173469,0,1,1,0,-0.0853403265993145,0,0,0,1,1,1,-0.0873109516009319,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
